Student_ID,First_Name,Last_Name,Math,Physics,Chemistry,Biology,English,History,Attendance,Birth_Date
599,Ahmed,Salem,81.0,13.0,12.0,83.0,89.0,95.0,92.0,2003-06-25
611,Khaled,Mahmoud,98.0,24.0,93.0,69.0,18.0,95.0,93.0,2005-12-21
139,Mona,Said,59.0,83.0,93.0,84.0,35.0,0.0,70.0,2001-03-02
293,Laila,Hassan,49.0,79.0,1.0,96.0,68.0,99.0,88.0,2003-04-14
1025,Unknown,Mostafa,95.0,44.0,24.0,16.0,47.0,59.0,85.0,2005-03-30
142,Youssef,Hassan,30.0,12.0,66.0,97.0,39.0,81.0,62.0,2005-06-29
852,Laila,Said,33.0,26.0,40.0,93.0,0.0,90.0,87.0,2002-08-01
463,Nour,Salem,37.0,85.0,68.0,91.0,96.0,29.0,56.0,2001-10-16
448,Ahmed,Ibrahim,16.0,44.0,66.0,0.0,16.0,11.0,79.0,2001-07-01
140,Laila,Mahmoud,59.0,21.0,29.0,31.0,60.0,99.0,68.0,2001-09-20
645,Ahmed,Tarek,38.0,98.0,74.0,25.0,39.0,34.0,81.0,2003-03-17
931,Fatma,Said,50.0,69.0,98.0,60.0,62.0,1.0,52.0,2005-03-12
225,Youssef,Ibrahim,42.0,41.0,77.0,67.0,0.0,67.0,82.0,2001-05-11
486,Omar,Mostafa,72.0,14.0,39.0,58.0,90.0,71.0,63.0,2003-01-10
275,Omar,Tarek,39.0,80.0,69.0,77.0,81.0,65.0,70.0,2004-01-29
324,Nour,Hassan,2.0,52.0,56.0,86.0,14.0,76.0,100.0,2003-12-04
334,Youssef,Salem,0.0,86.0,80.0,64.0,57.0,22.0,81.0,2001-07-01
462,Ahmed,Hassan,45.0,68.0,82.0,71.0,39.0,66.0,73.0,2003-01-05
1169,Ahmed,Ali,93.0,23.0,25.0,81.0,23.0,41.0,97.0,2005-09-29
630,Unknown,Hegazy,84.0,20.0,94.0,28.0,81.0,76.0,76.0,2001-10-22
1188,Sara,Hassan,70.0,38.0,1.0,12.0,48.0,48.0,50.0,2004-01-05
763,Nour,Mostafa,40.0,94.0,0.0,30.0,57.0,90.0,56.0,2001-07-08
678,Ahmed,Ali,86.0,0.0,59.0,87.0,60.0,58.0,51.0,2002-07-23
970,Khaled,Salem,41.0,28.0,5.0,46.0,9.0,77.0,100.0,2004-05-10
544,Nour,Mostafa,72.0,17.0,69.0,57.0,1.0,24.0,0.0,2001-06-03
1116,Omar,Mostafa,49.0,35.0,82.0,27.0,11.0,24.0,62.0,2005-11-23
1175,Omar,Salem,11.0,31.0,50.0,72.0,65.0,16.0,82.0,2003-04-18
819,Ahmed,Hassan,26.0,49.0,63.0,28.0,24.0,84.0,98.0,2001-07-12
534,Omar,Ibrahim,49.0,72.0,70.0,8.0,1.0,71.0,51.0,2005-02-24
1112,Fatma,Said,37.0,53.0,40.0,58.0,68.0,0.0,83.0,2002-10-22
322,Youssef,Ali,79.0,34.0,17.0,97.0,63.0,65.0,97.0,2003-07-27
1041,Hassan,Said,55.0,89.0,95.0,36.0,52.0,73.0,52.0,2003-01-19
933,Mona,Mahmoud,77.0,15.0,0.0,76.0,52.0,35.0,97.0,2003-02-12
364,Mona,Hegazy,25.0,67.0,17.0,40.0,0.0,0.0,65.0,2001-10-27
40,Laila,Fathy,3.0,8.0,67.0,47.0,31.0,37.0,50.0,2004-03-20
31,Hassan,Ibrahim,37.0,16.0,68.0,58.0,95.0,96.0,85.0,2004-10-06
243,Laila,Hegazy,73.0,0.0,55.0,76.0,0.0,98.0,60.0,2002-12-18
843,Youssef,Unknown,46.0,0.0,67.0,41.0,33.0,62.0,93.0,2003-05-04
137,Hassan,Mahmoud,53.0,30.0,79.0,76.0,77.0,62.0,70.0,2005-12-24
311,Omar,Fathy,46.0,0.0,29.0,87.0,64.0,10.0,67.0,2005-07-18
1050,Sara,Ali,26.0,82.0,88.0,3.0,12.0,80.0,73.0,2001-06-17
810,Nour,Said,68.0,52.0,80.0,88.0,95.0,63.0,52.0,2005-05-06
356,Mona,Ali,68.0,45.0,95.0,98.0,88.0,43.0,73.0,2005-04-05
1111,Youssef,Tarek,85.0,24.0,59.0,0.0,69.0,25.0,88.0,2003-10-13
1136,Youssef,Ibrahim,50.0,0.0,22.0,17.0,64.0,67.0,83.0,2004-08-11
443,Ahmed,Hegazy,52.0,12.0,2.0,15.0,76.0,10.0,83.0,2004-03-25
4,Khaled,Salem,11.0,25.0,84.0,64.0,28.0,58.0,99.0,2004-11-21
112,Omar,Mahmoud,34.0,79.0,58.0,24.0,19.0,78.0,62.0,2002-02-03
661,Khaled,Tarek,71.0,26.0,30.0,37.0,6.0,79.0,52.0,2005-03-13
1086,Omar,Ibrahim,21.0,42.0,29.0,96.0,20.0,91.0,57.0,2004-10-10
705,Sara,Salem,50.0,63.0,46.0,45.0,41.0,53.0,89.0,2004-04-19
910,Omar,Said,11.0,99.0,43.0,84.0,79.0,41.0,98.0,2002-12-29
1038,Hassan,Fathy,65.0,71.0,30.0,0.0,98.0,72.0,81.0,2004-01-04
535,Youssef,Mahmoud,84.0,44.0,55.0,0.0,42.0,13.0,55.0,2003-10-31
315,Mona,Hegazy,41.0,0.0,28.0,0.0,30.0,51.0,57.0,2003-11-21
1061,Ahmed,Unknown,52.0,26.0,56.0,20.0,63.0,39.0,76.0,2004-11-27
320,Unknown,Ibrahim,1.0,79.0,13.0,45.0,71.0,71.0,64.0,2003-05-11
717,Omar,Ibrahim,69.0,95.0,61.0,2.0,87.0,39.0,77.0,2003-11-23
430,Sara,Said,86.0,20.0,69.0,18.0,54.0,83.0,61.0,2001-08-29
6,Nour,Said,77.0,3.0,39.0,0.0,6.0,10.0,68.0,2003-08-05
101,Sara,Salem,60.0,31.0,45.0,67.0,52.0,99.0,82.0,2003-06-15
701,Youssef,Fathy,62.0,0.0,15.0,23.0,99.0,93.0,72.0,2005-01-16
561,Laila,Tarek,75.0,31.0,22.0,56.0,27.0,37.0,83.0,2002-08-19
598,Hassan,Tarek,24.0,86.0,93.0,100.0,15.0,43.0,50.0,2003-08-20
880,Omar,Salem,81.0,30.0,29.0,52.0,14.0,0.0,56.0,2005-02-18
1166,Nour,Hegazy,67.0,60.0,77.0,44.0,68.0,40.0,70.0,2002-07-21
1122,Khaled,Mahmoud,63.0,16.0,0.0,0.0,87.0,77.0,82.0,2001-11-08
228,Youssef,Tarek,0.0,42.0,92.0,72.0,37.0,38.0,79.0,2004-06-04
452,Omar,Said,76.0,71.0,16.0,54.0,82.0,35.0,98.0,2002-11-18
579,Hassan,Said,91.0,67.0,0.0,95.0,21.0,13.0,75.0,2004-03-25
1199,Ahmed,Ibrahim,37.0,65.0,47.0,63.0,59.0,0.0,98.0,2001-11-28
896,Ahmed,Ali,10.0,87.0,35.0,53.0,53.0,47.0,89.0,2004-06-11
67,Laila,Hassan,0.0,62.0,75.0,0.0,45.0,35.0,75.0,2001-11-22
68,Fatma,Hassan,99.0,75.0,97.0,71.0,13.0,33.0,86.0,2005-04-18
391,Hassan,Mostafa,89.0,58.0,83.0,42.0,57.0,74.0,53.0,2001-03-05
212,Laila,Ali,32.0,8.0,61.0,7.0,91.0,54.0,75.0,2002-03-18
13,Fatma,Tarek,94.0,21.0,79.0,16.0,0.0,9.0,53.0,2004-11-26
853,Laila,Ibrahim,85.0,40.0,49.0,97.0,44.0,90.0,99.0,2001-11-04
711,Hassan,Mostafa,0.0,24.0,65.0,9.0,48.0,36.0,56.0,2001-05-28
300,Hassan,Mostafa,73.0,0.0,0.0,63.0,3.0,26.0,67.0,2002-04-14
504,Laila,Mahmoud,8.0,64.0,42.0,81.0,88.0,17.0,80.0,2001-10-24
935,Youssef,Fathy,81.0,86.0,83.0,0.0,16.0,44.0,98.0,2002-04-26
1200,Khaled,Fathy,74.0,11.0,63.0,84.0,98.0,36.0,74.0,2004-08-17
1135,Khaled,Ibrahim,14.0,63.0,32.0,59.0,31.0,32.0,91.0,2002-07-22
683,Youssef,Hegazy,17.0,92.0,35.0,5.0,50.0,7.0,98.0,2005-04-09
1195,Laila,Mahmoud,1.0,0.0,34.0,21.0,18.0,25.0,50.0,2004-08-31
423,Khaled,Mahmoud,46.0,39.0,16.0,80.0,9.0,0.0,68.0,2001-01-08
582,Unknown,Hassan,21.0,82.0,94.0,96.0,36.0,3.0,90.0,2002-01-07
1084,Ahmed,Said,23.0,25.0,58.0,43.0,0.0,0.0,67.0,2004-09-21
1177,Hassan,Mostafa,41.0,17.0,47.0,89.0,33.0,0.0,65.0,2004-08-25
414,Ahmed,Mahmoud,34.0,55.0,4.0,72.0,28.0,68.0,92.0,2005-12-26
1062,Ahmed,Ali,18.0,10.0,0.0,100.0,23.0,6.0,69.0,2004-02-05
1089,Omar,Hassan,3.0,45.0,56.0,54.0,23.0,88.0,51.0,2005-09-03
274,Youssef,Said,26.0,31.0,86.0,15.0,42.0,39.0,89.0,2004-10-06
905,Khaled,Hassan,80.0,35.0,17.0,45.0,7.0,1.0,94.0,2003-08-27
363,Mona,Mostafa,33.0,86.0,91.0,72.0,32.0,43.0,69.0,2002-01-09
238,Hassan,Tarek,4.0,55.0,57.0,0.0,92.0,15.0,52.0,2001-05-11
1154,Omar,Salem,54.0,33.0,87.0,25.0,0.0,61.0,64.0,2001-07-08
498,Youssef,Ibrahim,52.0,43.0,1.0,94.0,18.0,89.0,52.0,2004-03-20
3,Fatma,Said,53.0,100.0,92.0,83.0,13.0,45.0,74.0,2003-05-27
7,Unknown,Fathy,13.0,94.0,76.0,4.0,0.0,30.0,95.0,2003-10-04
775,Ahmed,Said,55.0,94.0,6.0,63.0,55.0,59.0,70.0,2002-11-24
312,Unknown,Ali,14.0,9.0,75.0,56.0,2.0,79.0,62.0,2005-05-07
1081,Omar,Ibrahim,49.0,67.0,43.0,77.0,59.0,13.0,54.0,2004-06-21
424,Youssef,Fathy,38.0,0.0,67.0,24.0,46.0,91.0,61.0,2005-06-13
591,Khaled,Ibrahim,54.0,21.0,0.0,63.0,58.0,20.0,50.0,2003-11-27
1040,Nour,Mostafa,12.0,41.0,0.0,66.0,14.0,0.0,91.0,2003-07-18
1028,Mona,Mostafa,60.0,12.0,43.0,46.0,77.0,23.0,93.0,2003-06-20
216,Ahmed,Mahmoud,85.0,96.0,39.0,39.0,52.0,92.0,62.0,2004-12-11
721,Nour,Ibrahim,37.0,53.0,71.0,88.0,7.0,32.0,59.0,2004-04-20
28,Omar,Said,53.0,59.0,0.0,7.0,68.0,26.0,75.0,2003-05-08
554,Ahmed,Said,7.0,93.0,11.0,89.0,82.0,93.0,58.0,2003-07-14
900,Youssef,Said,11.0,75.0,52.0,98.0,32.0,32.0,54.0,2002-07-10
1074,Mona,Ali,99.0,71.0,97.0,66.0,98.0,17.0,86.0,2003-04-03
537,Hassan,Fathy,68.0,7.0,33.0,62.0,12.0,65.0,54.0,2005-07-03
536,Sara,Salem,20.0,65.0,9.0,22.0,7.0,30.0,58.0,2002-10-07
812,Hassan,Said,87.0,1.0,93.0,24.0,12.0,81.0,74.0,2005-09-29
590,Khaled,Said,90.0,83.0,86.0,97.0,94.0,42.0,0.0,2001-02-23
1103,Nour,Mahmoud,48.0,91.0,25.0,76.0,41.0,33.0,96.0,2001-07-05
1073,Laila,Salem,9.0,98.0,10.0,59.0,44.0,44.0,79.0,2001-04-02
257,Hassan,Hegazy,63.0,5.0,96.0,32.0,51.0,0.0,53.0,2001-07-07
292,Omar,Hegazy,88.0,87.0,46.0,93.0,33.0,0.0,95.0,2002-05-07
26,Ahmed,Unknown,36.0,98.0,53.0,72.0,2.0,21.0,95.0,2004-10-16
337,Unknown,Mahmoud,69.0,47.0,31.0,53.0,77.0,92.0,67.0,2003-11-21
708,Omar,Ibrahim,9.0,54.0,79.0,79.0,20.0,8.0,89.0,2002-01-09
48,Laila,Hassan,54.0,16.0,73.0,24.0,24.0,0.0,83.0,2002-05-12
319,Unknown,Hassan,11.0,26.0,0.0,24.0,9.0,46.0,87.0,2003-09-25
107,Omar,Mostafa,69.0,93.0,0.0,62.0,96.0,96.0,77.0,2002-04-13
888,Nour,Salem,4.0,0.0,64.0,90.0,37.0,7.0,57.0,2003-10-25
56,Laila,Mostafa,59.0,31.0,53.0,42.0,90.0,50.0,79.0,2004-10-25
786,Omar,Ali,18.0,95.0,86.0,64.0,56.0,48.0,83.0,2002-04-03
214,Laila,Hassan,67.0,14.0,51.0,26.0,13.0,43.0,0.0,2004-02-08
121,Nour,Ali,20.0,77.0,30.0,25.0,46.0,80.0,77.0,2001-09-17
895,Hassan,Tarek,97.0,17.0,99.0,53.0,64.0,45.0,57.0,2002-05-02
1055,Hassan,Mostafa,16.0,94.0,69.0,47.0,0.0,91.0,79.0,2003-01-15
913,Mona,Fathy,0.0,0.0,28.0,0.0,30.0,37.0,79.0,2002-05-19
73,Sara,Mahmoud,99.0,70.0,60.0,52.0,79.0,4.0,75.0,2001-10-30
411,Mona,Hegazy,93.0,94.0,56.0,24.0,9.0,90.0,75.0,2005-10-03
990,Nour,Salem,6.0,74.0,57.0,35.0,25.0,15.0,66.0,2001-06-12
937,Hassan,Ibrahim,50.0,60.0,40.0,15.0,12.0,64.0,66.0,2004-11-15
592,Laila,Mostafa,0.0,10.0,15.0,78.0,53.0,14.0,71.0,2005-05-23
433,Nour,Hegazy,3.0,21.0,50.0,93.0,73.0,32.0,60.0,2001-01-14
975,Laila,Tarek,65.0,65.0,3.0,18.0,86.0,79.0,88.0,2003-09-22
995,Youssef,Salem,36.0,98.0,77.0,56.0,19.0,26.0,61.0,2002-12-11
870,Omar,Hegazy,62.0,19.0,3.0,60.0,37.0,30.0,98.0,2004-11-26
1014,Omar,Mostafa,3.0,0.0,2.0,9.0,66.0,18.0,82.0,2001-10-16
619,Khaled,Mahmoud,12.0,40.0,58.0,50.0,95.0,94.0,60.0,2003-03-07
772,Laila,Mahmoud,23.0,60.0,92.0,35.0,33.0,53.0,95.0,2003-03-23
631,Omar,Ali,48.0,85.0,18.0,16.0,0.0,64.0,87.0,2005-04-03
326,Nour,Salem,39.0,25.0,11.0,54.0,73.0,86.0,64.0,2005-03-19
567,Nour,Mostafa,51.0,100.0,83.0,57.0,62.0,37.0,88.0,2002-04-14
317,Omar,Mahmoud,83.0,66.0,67.0,32.0,22.0,48.0,81.0,2003-01-06
681,Sara,Said,83.0,35.0,9.0,47.0,0.0,97.0,100.0,2002-09-17
922,Nour,Tarek,32.0,95.0,94.0,43.0,34.0,56.0,75.0,2005-03-22
466,Nour,Salem,71.0,22.0,8.0,13.0,27.0,60.0,97.0,2005-10-17
583,Ahmed,Fathy,75.0,4.0,63.0,31.0,76.0,25.0,96.0,2005-04-17
756,Mona,Said,97.0,67.0,30.0,74.0,0.0,17.0,50.0,2004-06-19
1076,Fatma,Hegazy,53.0,0.0,17.0,60.0,46.0,59.0,64.0,2001-05-26
555,Mona,Tarek,44.0,5.0,70.0,71.0,1.0,29.0,0.0,2002-03-01
603,Mona,Fathy,5.0,22.0,68.0,81.0,13.0,20.0,94.0,2003-07-14
61,Laila,Ali,82.0,90.0,94.0,1.0,44.0,0.0,87.0,2004-04-17
434,Omar,Hassan,57.0,37.0,33.0,49.0,18.0,0.0,86.0,2003-06-10
797,Khaled,Unknown,48.0,70.0,65.0,29.0,11.0,69.0,94.0,2003-07-07
93,Khaled,Mahmoud,69.0,13.0,0.0,72.0,86.0,44.0,72.0,2001-12-14
1037,Laila,Ibrahim,65.0,82.0,63.0,58.0,86.0,26.0,59.0,2003-12-07
483,Khaled,Ali,2.0,12.0,94.0,23.0,85.0,39.0,90.0,2002-05-08
352,Mona,Said,27.0,37.0,0.0,82.0,59.0,98.0,81.0,2005-03-09
195,Mona,Tarek,36.0,73.0,90.0,99.0,7.0,99.0,76.0,2003-12-26
281,Unknown,Salem,24.0,55.0,18.0,48.0,81.0,67.0,76.0,2001-01-07
804,Nour,Tarek,55.0,74.0,36.0,55.0,13.0,5.0,59.0,2004-05-24
552,Omar,Fathy,95.0,22.0,79.0,81.0,66.0,67.0,52.0,2005-06-13
360,Ahmed,Hegazy,67.0,0.0,45.0,0.0,18.0,24.0,70.0,2005-01-25
966,Laila,Mahmoud,42.0,83.0,28.0,32.0,96.0,17.0,55.0,2002-12-03
927,Sara,Hassan,26.0,20.0,47.0,16.0,3.0,85.0,74.0,2001-12-18
845,Omar,Ali,95.0,41.0,68.0,32.0,99.0,22.0,85.0,2004-12-15
668,Khaled,Tarek,89.0,62.0,62.0,48.0,69.0,13.0,82.0,2003-03-04
549,Khaled,Salem,80.0,97.0,56.0,21.0,35.0,39.0,77.0,2004-03-21
1035,Hassan,Hassan,15.0,85.0,40.0,57.0,61.0,1.0,98.0,2004-05-16
183,Ahmed,Unknown,31.0,12.0,33.0,29.0,19.0,12.0,0.0,2003-06-04
707,Sara,Tarek,76.0,26.0,0.0,42.0,31.0,40.0,62.0,2002-09-12
524,Khaled,Mahmoud,54.0,27.0,96.0,36.0,0.0,40.0,98.0,2001-04-07
111,Ahmed,Hegazy,41.0,97.0,0.0,0.0,11.0,59.0,60.0,2005-06-03
371,Laila,Said,0.0,22.0,53.0,15.0,10.0,30.0,72.0,2004-06-11
459,Sara,Tarek,58.0,34.0,16.0,73.0,96.0,95.0,74.0,2005-06-19
240,Omar,Mahmoud,21.0,85.0,20.0,87.0,20.0,0.0,93.0,2001-04-20
902,Ahmed,Mahmoud,10.0,69.0,49.0,42.0,85.0,70.0,89.0,2003-08-31
702,Mona,Mahmoud,28.0,18.0,36.0,92.0,17.0,73.0,61.0,2004-03-17
652,Sara,Ibrahim,18.0,47.0,65.0,0.0,26.0,37.0,92.0,2001-09-06
205,Omar,Fathy,48.0,53.0,84.0,10.0,48.0,30.0,97.0,2002-01-18
1047,Sara,Tarek,86.0,8.0,73.0,60.0,15.0,0.0,0.0,2002-06-18
1058,Mona,Hegazy,12.0,10.0,12.0,84.0,36.0,83.0,87.0,2001-09-25
262,Sara,Hegazy,6.0,37.0,98.0,12.0,68.0,72.0,78.0,2004-08-22
824,Mona,Tarek,49.0,66.0,23.0,16.0,13.0,14.0,96.0,2001-07-16
714,Fatma,Mahmoud,27.0,35.0,37.0,30.0,54.0,72.0,73.0,2003-12-30
472,Laila,Mahmoud,83.0,89.0,0.0,95.0,70.0,94.0,80.0,2003-07-19
340,Nour,Hassan,8.0,88.0,27.0,81.0,0.0,85.0,89.0,2005-08-06
637,Sara,Hassan,36.0,1.0,0.0,73.0,0.0,1.0,79.0,2002-10-02
807,Laila,Hegazy,30.0,64.0,83.0,68.0,80.0,67.0,70.0,2005-10-30
1149,Ahmed,Mostafa,28.0,51.0,1.0,68.0,59.0,10.0,90.0,2003-09-07
184,Ahmed,Tarek,0.0,42.0,65.0,24.0,14.0,55.0,92.0,2004-02-11
138,Khaled,Ali,45.0,84.0,63.0,30.0,75.0,16.0,67.0,2003-12-06
696,Youssef,Mostafa,75.0,66.0,71.0,12.0,33.0,86.0,100.0,2001-05-17
81,Youssef,Ali,46.0,58.0,3.0,10.0,72.0,78.0,69.0,2005-12-10
1012,Hassan,Mostafa,45.0,2.0,75.0,43.0,43.0,40.0,55.0,2004-09-04
528,Khaled,Fathy,47.0,2.0,44.0,84.0,19.0,63.0,74.0,2002-02-24
1010,Ahmed,Hegazy,8.0,0.0,66.0,0.0,65.0,81.0,80.0,2005-03-18
166,Ahmed,Mahmoud,43.0,58.0,36.0,34.0,21.0,77.0,93.0,2003-10-29
249,Laila,Mostafa,75.0,87.0,4.0,76.0,86.0,0.0,66.0,2004-09-03
308,Khaled,Fathy,71.0,72.0,3.0,88.0,64.0,68.0,54.0,2002-05-13
846,Fatma,Hassan,21.0,46.0,98.0,79.0,59.0,8.0,62.0,2004-10-01
533,Khaled,Tarek,0.0,30.0,10.0,67.0,0.0,89.0,93.0,2005-02-01
335,Nour,Salem,3.0,3.0,0.0,21.0,0.0,2.0,94.0,2001-11-27
98,Youssef,Said,89.0,71.0,0.0,0.0,13.0,3.0,53.0,2001-03-11
543,Fatma,Mostafa,32.0,73.0,65.0,50.0,14.0,39.0,57.0,2002-01-21
674,Hassan,Hassan,45.0,80.0,68.0,70.0,79.0,35.0,75.0,2001-06-29
893,Ahmed,Mahmoud,63.0,77.0,100.0,83.0,92.0,42.0,75.0,2002-07-18
839,Laila,Fathy,0.0,9.0,10.0,80.0,7.0,72.0,82.0,2004-06-08
761,Sara,Ali,43.0,41.0,87.0,0.0,15.0,100.0,88.0,2004-08-10
625,Ahmed,Mahmoud,42.0,9.0,52.0,25.0,95.0,39.0,73.0,2002-12-17
1139,Nour,Ali,0.0,21.0,29.0,52.0,10.0,15.0,51.0,2002-05-27
303,Ahmed,Ibrahim,91.0,13.0,80.0,43.0,44.0,49.0,88.0,2002-01-27
1032,Khaled,Ibrahim,39.0,91.0,8.0,0.0,17.0,9.0,79.0,2001-10-04
389,Khaled,Ali,20.0,68.0,3.0,54.0,10.0,29.0,82.0,2002-08-04
236,Khaled,Tarek,73.0,39.0,0.0,38.0,43.0,27.0,68.0,2004-08-03
901,Omar,Ibrahim,20.0,21.0,81.0,21.0,99.0,43.0,77.0,2002-09-24
873,Laila,Tarek,12.0,65.0,31.0,90.0,97.0,44.0,50.0,2005-06-29
306,Ahmed,Ibrahim,100.0,66.0,39.0,94.0,74.0,98.0,56.0,2001-03-01
917,Omar,Said,0.0,19.0,0.0,21.0,50.0,67.0,58.0,2003-09-18
1133,Khaled,Mahmoud,99.0,63.0,12.0,22.0,38.0,39.0,82.0,2005-10-08
250,Ahmed,Ali,87.0,48.0,20.0,57.0,0.0,21.0,77.0,2004-04-09
72,Unknown,Fathy,44.0,59.0,8.0,14.0,64.0,16.0,73.0,2004-01-06
95,Youssef,Said,77.0,53.0,95.0,41.0,94.0,53.0,79.0,2003-10-01
951,Youssef,Ibrahim,18.0,77.0,31.0,8.0,58.0,28.0,87.0,2004-05-10
34,Omar,Hegazy,0.0,94.0,76.0,69.0,57.0,82.0,52.0,2001-06-23
851,Sara,Fathy,12.0,83.0,97.0,79.0,86.0,0.0,87.0,2003-01-17
449,Ahmed,Fathy,38.0,5.0,75.0,13.0,53.0,65.0,79.0,2005-12-30
446,Sara,Salem,99.0,80.0,73.0,46.0,47.0,10.0,74.0,2005-05-30
916,Khaled,Hegazy,51.0,35.0,84.0,25.0,77.0,5.0,100.0,2002-10-11
1147,Sara,Tarek,86.0,49.0,64.0,3.0,67.0,12.0,79.0,2003-03-24
753,Nour,Tarek,52.0,36.0,27.0,12.0,94.0,41.0,100.0,2002-03-18
78,Hassan,Said,17.0,54.0,62.0,68.0,48.0,49.0,78.0,2003-04-01
85,Fatma,Mostafa,32.0,12.0,49.0,20.0,0.0,85.0,79.0,2005-02-12
595,Laila,Mahmoud,37.0,8.0,97.0,14.0,63.0,84.0,67.0,2003-04-28
83,Fatma,Hassan,56.0,95.0,40.0,19.0,55.0,12.0,92.0,2002-12-04
458,Omar,Salem,22.0,0.0,87.0,26.0,33.0,14.0,84.0,2001-05-25
941,Sara,Hassan,34.0,14.0,15.0,41.0,36.0,31.0,78.0,2005-06-21
437,Fatma,Fathy,37.0,7.0,77.0,1.0,27.0,5.0,93.0,2003-02-18
1120,Mona,Fathy,68.0,29.0,6.0,12.0,0.0,31.0,68.0,2001-05-31
993,Mona,Ibrahim,35.0,89.0,76.0,87.0,8.0,91.0,84.0,2005-02-03
405,Mona,Tarek,22.0,63.0,67.0,100.0,5.0,100.0,52.0,2001-12-06
1098,Ahmed,Ali,33.0,74.0,82.0,79.0,69.0,61.0,72.0,2002-11-27
666,Khaled,Fathy,0.0,62.0,83.0,9.0,23.0,33.0,95.0,2003-12-04
713,Ahmed,Hassan,38.0,0.0,26.0,58.0,12.0,100.0,99.0,2002-11-05
105,Fatma,Said,76.0,91.0,48.0,50.0,5.0,2.0,84.0,2005-06-02
1170,Nour,Hegazy,72.0,82.0,38.0,61.0,2.0,73.0,65.0,2005-07-20
746,Sara,Salem,20.0,3.0,36.0,58.0,4.0,42.0,57.0,2004-01-16
63,Sara,Hegazy,23.0,81.0,79.0,65.0,24.0,54.0,74.0,2001-02-26
282,Unknown,Mahmoud,2.0,27.0,82.0,50.0,82.0,0.0,85.0,2005-05-11
728,Khaled,Salem,40.0,12.0,62.0,99.0,70.0,46.0,91.0,2003-02-17
239,Hassan,Mostafa,1.0,5.0,90.0,18.0,48.0,15.0,82.0,2005-05-18
224,Sara,Tarek,57.0,64.0,12.0,83.0,29.0,51.0,93.0,2004-02-06
146,Ahmed,Mahmoud,35.0,19.0,75.0,65.0,33.0,12.0,62.0,2005-02-15
1176,Ahmed,Tarek,0.0,77.0,22.0,2.0,41.0,29.0,70.0,2002-06-29
374,Omar,Tarek,59.0,39.0,70.0,27.0,76.0,0.0,82.0,2003-12-30
119,Youssef,Said,83.0,56.0,87.0,18.0,21.0,5.0,61.0,2005-07-21
894,Khaled,Tarek,90.0,100.0,52.0,35.0,14.0,91.0,92.0,2001-03-13
251,Fatma,Mahmoud,39.0,20.0,0.0,72.0,52.0,48.0,79.0,2005-01-26
10,Khaled,Fathy,19.0,37.0,93.0,27.0,86.0,37.0,65.0,2005-05-23
450,Omar,Said,8.0,34.0,92.0,92.0,49.0,52.0,62.0,2002-10-26
390,Youssef,Hegazy,27.0,72.0,38.0,78.0,43.0,21.0,69.0,2001-10-19
1004,Unknown,Fathy,0.0,65.0,68.0,20.0,95.0,0.0,71.0,2003-11-06
558,Youssef,Ibrahim,39.0,92.0,44.0,22.0,63.0,32.0,54.0,2003-07-06
461,Youssef,Said,97.0,5.0,5.0,86.0,41.0,23.0,0.0,2003-08-18
1160,Mona,Mahmoud,12.0,3.0,73.0,32.0,47.0,55.0,94.0,2004-09-12
145,Ahmed,Salem,88.0,48.0,48.0,40.0,0.0,71.0,74.0,2003-05-21
502,Ahmed,Ibrahim,0.0,70.0,51.0,100.0,91.0,78.0,78.0,2002-04-11
1171,Fatma,Hassan,20.0,35.0,11.0,30.0,94.0,73.0,80.0,2004-04-08
540,Ahmed,Tarek,100.0,79.0,30.0,43.0,34.0,54.0,70.0,2004-09-27
178,Sara,Unknown,90.0,12.0,18.0,0.0,47.0,96.0,55.0,2001-12-01
1109,Youssef,Tarek,17.0,56.0,28.0,94.0,16.0,49.0,77.0,2005-06-30
771,Nour,Tarek,32.0,84.0,0.0,0.0,93.0,67.0,63.0,2001-10-27
862,Fatma,Ibrahim,84.0,72.0,0.0,91.0,96.0,94.0,75.0,2005-06-28
8,Youssef,Mostafa,33.0,81.0,22.0,79.0,52.0,10.0,0.0,2005-04-10
788,Omar,Mostafa,73.0,15.0,41.0,37.0,12.0,44.0,53.0,2003-01-21
939,Ahmed,Fathy,3.0,45.0,100.0,71.0,57.0,49.0,90.0,2002-10-21
358,Nour,Hegazy,2.0,20.0,85.0,75.0,25.0,17.0,78.0,2003-07-22
330,Hassan,Unknown,7.0,94.0,87.0,15.0,52.0,83.0,57.0,2001-01-04
779,Mona,Mostafa,67.0,58.0,57.0,73.0,71.0,54.0,73.0,2005-03-09
924,Hassan,Hassan,87.0,58.0,48.0,42.0,28.0,5.0,79.0,2003-11-13
259,Hassan,Unknown,48.0,55.0,2.0,23.0,6.0,24.0,78.0,2002-01-17
969,Nour,Unknown,9.0,72.0,14.0,47.0,22.0,67.0,50.0,2004-01-08
994,Fatma,Hassan,0.0,15.0,67.0,54.0,60.0,53.0,78.0,2003-06-28
859,Omar,Salem,97.0,65.0,75.0,75.0,12.0,33.0,0.0,2005-05-04
809,Laila,Ibrahim,49.0,91.0,64.0,5.0,60.0,84.0,50.0,2003-05-22
923,Laila,Mostafa,61.0,15.0,77.0,99.0,0.0,72.0,50.0,2001-05-03
526,Hassan,Mostafa,92.0,0.0,39.0,42.0,71.0,56.0,51.0,2004-08-14
